term,year,level,country_code,country_name,school_type,characteristic_desc,characteristic_1,characteristic_2,enrolments,sess_possible,sess_overall,sess_authorised,sess_unauthorised,sess_overall_percent,sess_authorised_percent,sess_unauthorised_percent,enrolments_PA_10_exact,enrolments_pa_10_exact_percent,sess_possible_pa_10_exact,sess_overall_pa_10_exact,sess_authorised_pa_10_exact,sess_unauthorised_pa_10_exact,sess_overall_percent_pa_10_exact,sess_authorised_percent_pa_10_exact,sess_unauthorised_percent_pa_10_exact,sess_auth_illness,sess_auth_appointments,sess_auth_religious,sess_auth_study,sess_auth_traveller,sess_auth_holiday,sess_auth_ext_holiday,sess_auth_excluded,sess_auth_other,sess_auth_totalreasons,sess_unauth_holiday,sess_unauth_late,sess_unauth_other,sess_unauth_noyet,sess_unauth_totalreasons,sess_overall_totalreasons
six half terms,201213,National,E92000001,England,State-funded secondary,,FSM_unclassified_in_last_6_years,,80250,8544469,1081991,635970,446021,12.7,7.4,5.2,31555,39.3,3073443,893484,487389,406095,29.1,15.9,13.2,332193,39288,1818,7411,5033,19329,565,74328,150621,630586,32227,10619,347002,52771,442619,1073205
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_provision_No_identified_SEN,,2250425,786660842,41654844,33183028,8471816,5.3,4.2,1.1,309180,13.7,102308635,17486537,11971456,5515081,17.1,11.7,5.4,24721434,2880113,169737,679515,33717,1532911,18228,495428,2346609,32877692,1489670,390365,5466449,1063238,8409722,41287414
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_provision_With_statement,,57700,19754125,1543600,1157321,386279,7.8,5.9,2,14260,24.7,4649675,965381,654636,310745,20.8,14.1,6.7,738476,134261,3648,13364,3147,40107,340,64455,144351,1142149,36556,18144,284546,42934,382180,1524329
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_provision_SEN_without_statement,,530130,182869259,14997339,10259944,4737395,8.2,5.6,2.6,141260,26.6,46461560,9450248,5592456,3857792,20.3,12,8.3,7148092,886779,41444,99672,32095,323519,4604,570968,1071446,10178619,399497,220744,3615676,470845,4706762,14885381
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_provision_Unclassified,,13175,372464,91935,47502,44433,24.7,12.8,11.9,6670,50.6,192535,87572,44268,43304,45.5,23,22.5,14940,1830,61,113,213,607,22,5101,24456,47343,2202,507,35641,5913,44263,91606
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Autistic_spectrum_disorder,,21520,7593008,504789,398922,105867,6.6,5.3,1.4,4030,18.7,1379300,285095,202273,82822,20.7,14.7,6,267993,38288,650,5021,37,15984,99,14833,51810,394715,11687,4976,75507,12819,104989,499704
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Hearing_impairment,,6210,2201710,150486,118185,32301,6.8,5.4,1.5,1285,20.7,445631,80161,56828,23333,18,12.8,5.2,81368,18334,697,1316,135,4525,67,2518,8376,117336,4389,1445,22315,3865,32014,149350
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Moderate_learning_difficulty,,48435,16992690,1497527,965912,531615,8.8,5.7,3.1,14065,29,4797325,991669,550458,441211,20.7,11.5,9.2,668347,86150,3820,7169,8050,27348,708,50120,109089,960801,38868,20276,420548,49449,529141,1489942
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Multi-sensory_impairment,,215,78009,6342,5241,1101,8.1,6.7,1.4,55,26.3,20872,4081,3207,874,19.6,15.4,4.2,3178,755,8,26,0,180,2,98,274,4521,167,45,619,182,1013,5534
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Other_difficulty/disability,,11655,4060993,417195,289957,127238,10.3,7.1,3.1,3790,32.5,1291829,302366,191071,111295,23.4,14.8,8.6,199212,33432,748,2631,1384,7522,54,11371,31345,287699,7705,6040,99805,12519,126069,413768
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Physical_disability,,8300,2925389,300517,261464,39053,10.3,8.9,1.3,2860,34.4,998834,215133,183590,31543,21.5,18.4,3.2,177715,50131,535,1574,16,7789,244,2042,19139,259185,4828,1383,26986,5386,38583,297768
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Profound_and_multiple_learning_difficulty,,265,91446,7397,5927,1470,8.1,6.5,1.6,65,24.2,22089,4846,3631,1215,21.9,16.4,5.5,3636,821,55,24,0,126,0,162,962,5786,146,20,988,297,1451,7237
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Speech_language_and_communications_needs,,22880,8148030,521836,387028,134808,6.4,4.7,1.7,4365,19.1,1518596,279786,179830,99956,18.4,11.8,6.6,275267,38083,2429,3709,1137,14584,317,13657,34484,383667,14771,6086,97709,15178,133744,517411
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Severe_learning_difficulty,,1960,687258,50948,37448,13500,7.4,5.4,2,470,24.1,160919,30066,19692,10374,18.7,12.2,6.4,25261,4397,235,240,7,1378,30,1382,4049,36979,1483,575,9528,1645,13231,50210
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Specific_learning_difficulty,,34935,12300279,936625,687865,248760,7.6,5.6,2,8405,24.1,2879791,550178,353376,196802,19.1,12.3,6.8,497932,61616,1402,7286,1854,23378,201,26299,61899,681867,23569,12170,182170,29310,247219,929086
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Visual_impairment,,3215,1142140,81402,65034,16368,7.1,5.7,1.4,700,21.7,243373,45483,33622,11861,18.7,13.8,4.9,43885,10494,342,1006,33,2759,34,1031,4937,64521,2564,752,10871,2101,16288,80809
six half terms,201213,National,E92000001,England,State-funded secondary,,SEN_primary_need_Unclassified,,83525,26451003,3119410,1866257,1253153,11.8,7.1,4.7,32740,39.2,9763456,2421623,1290708,1130915,24.8,13.2,11.6,1067043,147450,4246,16335,4659,40304,499,244905,325677,1851118,53516,61730,1025891,101761,1242898,3094016
six half terms,201213,National,E92000001,England,State-funded secondary,,First_language_Known_or_believed_to_be_English,,2453845,853872594,51458284,39763698,11694586,6,4.7,1.4,418380,17,137010808,25211575,16611541,8600034,18.4,12.1,6.3,29176613,3448792,65819,725979,67891,1667971,13347,1007640,3225639,39399691,1533667,558628,8227089,1290492,11609876,51009567
six half terms,201213,National,E92000001,England,State-funded secondary,,First_language_Known_or_believed_to_be_other_than_English,,389570,133098064,6664105,4766161,1897944,5,3.6,1.4,51545,13.2,16171594,2694406,1600469,1093937,16.7,9.9,6.8,3361840,444646,147838,64573,1214,225094,9752,123784,350620,4729361,388479,69532,1141976,286170,1886157,6615518
six half terms,201213,National,E92000001,England,State-funded secondary,,First_language_Unclassified,,8010,2686032,165329,117936,47393,6.2,4.4,1.8,1445,18.1,430003,83757,50806,32951,19.5,11.8,7.7,84489,9545,1233,2112,67,4079,95,4528,10603,116751,5779,1600,33247,6268,46894,163645
six half terms,201213,National,E92000001,England,Special,,Total,,79855,27561067,2648864,2113733,535131,9.6,7.7,1.9,23490,29.4,7831533,1839965,1364502,475463,23.5,17.4,6.1,1212537,288895,7028,8617,4025,156755,6212,61583,335990,2081642,25545,20906,454431,24306,525188,2606830
six half terms,201213,National,E92000001,England,Special,,Gender_male,,57900,19978899,1925544,1482606,442938,9.6,7.4,2.2,16905,29.2,5616906,1341329,944365,396964,23.9,16.8,7.1,833211,187702,4689,6871,3378,110018,4214,55759,254518,1460360,18361,16175,382513,18140,435189,1895549
six half terms,201213,National,E92000001,England,Special,,Gender_female,,21955,7582168,723320,631127,92193,9.5,8.3,1.2,6585,30,2214627,498636,420137,78499,22.5,19,3.5,379326,101193,2339,1746,647,46737,1998,5824,81472,621282,7184,4731,71918,6166,89999,711281
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Major_White_Total,,59305,21069933,1988927,1566020,422907,9.4,7.4,2,16820,28.4,5814245,1365405,986635,378770,23.5,17,6.5,897323,210916,1219,7329,3639,119741,2007,48022,251938,1542134,15278,15885,370290,15711,417164,1959298
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_White_British,,56590,20104392,1874591,1476286,398305,9.3,7.3,2,15785,27.9,5454767,1277913,921765,356148,23.4,16.9,6.5,847020,197432,984,7179,1468,113563,1484,46568,237738,1453436,14113,14966,350057,14222,393358,1846794
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Irish,,225,78241,9717,7004,2713,12.4,9,3.5,85,38.8,28781,7699,5167,2532,26.8,18,8.8,3679,1057,26,0,194,269,0,225,1326,6776,84,54,1979,349,2466,9242
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Traveller_of_Irish_heritage,,95,33041,8342,5291,3051,25.2,16,9.2,65,64.9,21151,7719,4754,2965,36.5,22.5,14,2177,330,12,9,1422,155,0,164,900,5169,37,12,2797,124,2970,8139
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Gypsy_Roma,,230,81121,14419,9285,5134,17.8,11.4,6.3,135,58.6,46924,12857,7957,4900,27.4,17,10.4,4332,936,3,115,551,353,92,360,2503,9245,85,127,4463,216,4891,14136
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Any_other_white_background,,2160,773138,81858,68154,13704,10.6,8.8,1.8,745,34.6,262622,59217,46992,12225,22.5,17.9,4.7,40115,11161,194,26,4,5401,431,705,9471,67508,959,726,10994,800,13479,80987
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Major_Mixed_Total,,3570,1270486,127853,98270,29583,10.1,7.7,2.3,1095,30.7,379720,91128,64548,26580,24,17,7,55825,13429,262,176,6,6636,377,3770,16159,96640,972,1127,25014,1348,28461,125101
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_White_and_Black_Caribbean,,1245,439298,49058,34515,14543,11.2,7.9,3.3,455,36.4,156026,37298,23920,13378,23.9,15.3,8.6,18745,4635,19,49,5,1954,54,1942,6476,33879,282,519,12537,557,13895,47774
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_White_and_Black_African,,405,144289,12014,9319,2695,8.3,6.5,1.9,100,24.8,35050,7928,5509,2419,22.6,15.7,6.9,5369,1349,26,66,1,661,42,308,1172,8994,68,72,2211,162,2513,11507
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_White_and_Asian,,595,214695,20325,16826,3499,9.5,7.8,1.6,160,26.6,56210,13627,10645,2982,24.2,18.9,5.3,10154,2475,71,3,0,1242,120,325,2313,16703,180,106,3043,144,3473,20176
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Any_other_Mixed_background,,1320,472204,46456,37610,8846,9.8,8,1.9,380,28.9,132434,32275,24474,7801,24.4,18.5,5.9,21557,4970,146,58,0,2779,161,1195,6198,37064,442,430,7223,485,8580,45644
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Major_Asian_Total,,6605,2363307,264131,236984,27147,11.2,10,1.1,2460,37.2,882983,195120,172756,22364,22.1,19.6,2.5,149300,34299,4081,186,0,17255,2887,1313,24379,233700,5830,1700,16605,2376,26511,260211
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Indian,,1200,434509,41526,38307,3219,9.6,8.8,0.7,360,30,129119,27995,25476,2519,21.7,19.7,2,22393,6160,548,15,0,4335,587,155,3669,37862,1171,305,1593,140,3209,41071
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Pakistani,,3280,1166620,140380,125493,14887,12,10.8,1.3,1310,40,471096,107494,95097,12397,22.8,20.2,2.6,79688,18044,2122,7,0,8470,1437,780,13606,124154,3134,941,9008,1447,14530,138684
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Bangladeshi,,1005,363881,41845,37624,4221,11.5,10.3,1.2,400,39.6,143698,30943,27503,3440,21.5,19.1,2.4,25430,4720,941,85,0,1310,530,139,3362,36517,955,251,2516,265,3987,40504
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Any_other_Asian_background,,1120,398297,40380,35560,4820,10.1,8.9,1.2,390,34.9,139070,28688,24680,4008,20.6,17.7,2.9,21789,5375,470,79,0,3140,333,239,3742,35167,570,203,3488,524,4785,39952
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Major_Black_Total,,4770,1712541,129980,109401,20579,7.6,6.4,1.2,1075,22.6,375641,80067,64195,15872,21.3,17.1,4.2,62885,17170,814,323,11,6380,488,3829,16341,108241,1963,1246,13301,2515,19025,127266
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Black_Caribbean,,1285,450972,37321,29519,7802,8.3,6.5,1.7,325,25.4,109443,24855,18433,6422,22.7,16.8,5.9,15153,3779,50,159,5,1176,62,2337,6233,28954,488,512,5240,735,6975,35929
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Black_African,,2750,998036,72395,63426,8969,7.3,6.4,0.9,570,20.8,203544,42521,35923,6598,20.9,17.6,3.2,38444,10636,695,136,4,3991,370,874,7857,63007,1205,496,5502,1269,8472,71479
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minor_Any_other_black_background,,735,263533,20264,16456,3808,7.7,6.2,1.4,180,24.5,62654,12691,9839,2852,20.3,15.7,4.6,9288,2755,69,28,2,1213,56,618,2251,16280,270,238,2559,511,3578,19858
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Major_Chinese,,205,73798,5034,4768,266,6.8,6.5,0.4,35,17.7,12988,2867,2727,140,22.1,21,1.1,2583,813,4,0,0,647,4,3,546,4600,41,15,159,48,263,4863
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Major_Any_Other_Ethnic_Group,,930,332960,34840,29802,5038,10.5,9,1.5,315,33.7,111651,25021,20862,4159,22.4,18.7,3.7,16979,5020,488,40,15,2230,338,220,3857,29187,660,175,3556,577,4968,34155
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Minority_Ethnic_Group,,18790,6718633,676174,568959,107215,10.1,8.5,1.6,6015,32,2122461,481695,389958,91737,22.7,18.4,4.3,337875,84215,5884,875,2203,39326,4617,10589,75482,561066,10631,5182,78868,8353,103034,664100
six half terms,201213,National,E92000001,England,Special,,Ethnicity_Major_Unclassified,,4470,738042,98099,68488,29611,13.3,9.3,4,1690,37.8,254305,80357,52779,27578,31.6,20.8,10.8,27642,7248,160,563,354,3866,111,4426,22770,67140,801,758,25506,1731,28796,95936
six half terms,201213,National,E92000001,England,Special,,NC_Year_1_and_below,,3860,1367820,141923,134350,7573,10.4,9.8,0.6,1340,34.8,476572,97856,91827,6029,20.5,19.3,1.3,90101,19130,515,55,214,10789,524,27,12421,133776,1382,980,4321,832,7515,141291
six half terms,201213,National,E92000001,England,Special,,NC_Year_2,,4155,1475242,141378,131438,9940,9.6,8.9,0.7,1275,30.7,454466,92462,84427,8035,20.3,18.6,1.8,87266,19522,557,97,308,11106,975,198,11040,131069,1107,981,6698,1082,9868,140937
six half terms,201213,National,E92000001,England,Special,,NC_Year_3,,4805,1715878,146645,134784,11861,8.5,7.9,0.7,1300,27,463574,92681,83300,9381,20,18,2,86995,20329,571,12,221,11384,455,575,13433,133975,1486,909,7485,1619,11499,145474
six half terms,201213,National,E92000001,England,Special,,NC_Year_4,,5115,1831585,147249,133617,13632,8,7.3,0.7,1230,24,436985,87675,77245,10430,20.1,17.7,2.4,82234,20713,622,4,172,12486,436,904,14844,132415,2008,1188,8695,1595,13486,145901
six half terms,201213,National,E92000001,England,Special,,NC_Year_5,,5585,1996747,157930,141283,16647,7.9,7.1,0.8,1375,24.6,485389,95015,82813,12202,19.6,17.1,2.5,86415,20735,633,289,255,13490,578,1683,15828,139906,2067,1151,11990,991,16199,156105
six half terms,201213,National,E92000001,England,Special,,NC_Year_6,,5890,2119481,166076,147232,18844,7.8,6.9,0.9,1400,23.7,497622,98757,84566,14191,19.8,17,2.9,90397,20625,516,485,174,12816,468,2735,17339,145555,1610,1481,13871,1310,18272,163827
six half terms,201213,National,E92000001,England,Special,,NC_Year_7,,8700,3139283,249528,211350,38178,7.9,6.7,1.2,2055,23.6,720220,153539,122605,30934,21.3,17,4.3,123473,29164,814,787,497,16032,569,6355,29141,206832,2975,1813,30067,2346,37201,244033
six half terms,201213,National,E92000001,England,Special,,NC_Year_8,,9275,3304360,292286,233415,58871,8.8,7.1,1.8,2570,27.7,879969,195939,145211,50728,22.3,16.5,5.8,129523,33657,694,905,910,18303,792,10208,34290,229282,3355,1627,49555,3140,57677,286959
six half terms,201213,National,E92000001,England,Special,,NC_Year_9,,9940,3540929,357189,266758,90431,10.1,7.5,2.6,3080,31,1051973,260084,178310,81774,24.7,17,7.8,143479,34885,626,705,306,18791,429,13499,47140,259860,3111,3070,76717,3690,86588,346448
six half terms,201213,National,E92000001,England,Special,,NC_Year_10,,10390,3711690,419411,290950,128461,11.3,7.8,3.5,3480,33.5,1206684,320476,201757,118719,26.6,16.7,9.8,148782,36478,782,611,621,18250,590,13540,66256,285910,3865,3809,115784,3949,127407,413317
six half terms,201213,National,E92000001,England,Special,,NC_Year_11,,10160,2984799,384924,252643,132281,12.9,8.5,4.4,3650,35.9,1046951,311120,185823,125297,29.7,17.7,12,128323,29558,633,4437,179,11448,354,9772,64024,248728,2298,3827,122027,3081,131233,379961
six half terms,201213,National,E92000001,England,Special,,NC_Year_12_and_above,,35,8565,1355,948,407,15.8,11.1,4.8,15,45.5,3999,1204,804,400,30.1,20.1,10,434,172,2,0,0,8,0,8,291,915,2,13,382,0,397,1312
six half terms,201213,National,E92000001,England,Special,,NC_Year_Not_followed_or_missing,,1940,364688,42970,34965,8005,11.8,9.6,2.2,730,37.5,107129,33157,25814,7343,31,24.1,6.9,15115,3927,63,230,168,1852,42,2079,9943,33419,279,57,6839,671,7846,41265
six half terms,201213,National,E92000001,England,Special,,FSM_eligible,,30815,10819448,1191777,874438,317339,11,8.1,2.9,10830,35.1,3706367,881416,595298,286118,23.8,16.1,7.7,510031,114063,2527,4446,1837,51969,2096,31580,148616,867165,12248,10919,275492,13470,312129,1179294
six half terms,201213,National,E92000001,England,Special,,FSM_Not_eligible,,47805,16654123,1432428,1221444,210984,8.6,7.3,1.3,12060,25.2,4078926,935046,752395,182651,22.9,18.4,4.5,698387,173980,4476,3943,2023,104392,4106,26390,178933,1196630,13221,9934,172619,10480,206254,1402884
six half terms,201213,National,E92000001,England,Special,,FSM_unclassified,,1235,87496,24659,17851,6808,28.2,20.4,7.8,605,48.9,46240,23503,16809,6694,50.8,36.4,14.5,4119,852,25,228,165,394,10,3613,8441,17847,76,53,6320,356,6805,24652
six half terms,201213,National,E92000001,England,Special,,FSM_eligible_in_last_6_years,,39710,14090261,1532141,1122529,409612,10.9,8,2.9,13460,33.9,4663203,1128593,758842,369751,24.2,16.3,7.9,635398,145208,3323,6478,2681,68911,2749,44302,197964,1107014,15400,13863,356514,16763,402540,1509554
six half terms,201213,National,E92000001,England,Special,,FSM_not_eligible_in_last_6_years,,36410,13023196,1047007,943954,103053,8,7.2,0.8,8535,23.4,2999089,650469,566002,84467,21.7,18.9,2.8,562530,139508,3673,1611,992,85763,3447,12149,118529,928202,9760,6674,78051,6387,100872,1029074
six half terms,201213,National,E92000001,England,Special,,FSM_unclassified_in_last_6_years,,3735,447610,69716,47250,22466,15.6,10.6,5,1495,40.1,169241,60903,39658,21245,36,23.4,12.6,14609,4179,32,528,352,2081,16,5132,19497,46426,385,369,19866,1156,21776,68202
six half terms,201213,National,E92000001,England,Special,,SEN_provision_No_identified_SEN,,510,31586,5003,4023,980,15.8,12.7,3.1,120,23.6,16354,4600,3652,948,28.1,22.3,5.8,1931,904,6,2,0,125,9,40,967,3984,12,12,913,18,955,4939
six half terms,201213,National,E92000001,England,Special,,SEN_provision_With_statement,,76400,26988772,2533773,2036738,497035,9.4,7.5,1.8,21820,28.6,7521912,1736256,1297126,439130,23.1,17.2,5.8,1183205,281091,6895,5358,3845,154521,6176,57613,308204,2006908,24966,20252,423334,23183,491735,2498643
